iso_code,continent,location,date,total_cases,new_cases,new_cases_smoothed,total_deaths,new_deaths,new_deaths_smoothed,total_cases_per_million,new_cases_per_million,new_cases_smoothed_per_million,total_deaths_per_million,new_deaths_per_million,new_deaths_smoothed_per_million,total_tests,new_tests,total_tests_per_thousand,new_tests_per_thousand,new_tests_smoothed,new_tests_smoothed_per_thousand,tests_per_case,positive_rate,tests_units,stringency_index,population,population_density,median_age,aged_65_older,aged_70_older,gdp_per_capita,extreme_poverty,cardiovasc_death_rate,diabetes_prevalence,female_smokers,male_smokers,handwashing_facilities,hospital_beds_per_thousand,life_expectancy,human_development_index
PSE,Asia,Palestine,2020-10-01,50541.0,426.0,489.14300000000003,368.0,8.0,7.2860000000000005,9907.249,83.506,95.884,72.137,1.568,1.4280000000000002,,4066.0,,0.797,,,,,tests performed,82.41,5101416.0,778.202,20.4,3.043,1.726,4449.898,1.0,265.91,10.59,,,,,74.05,0.6859999999999999
PYF,Oceania,French Polynesia,2020-10-01,1666.0,0.0,47.714,7.0,0.0,0.28600000000000003,5930.852,0.0,169.86,24.92,0.0,1.0170000000000001,,,,,,,,,,,280904.0,77.324,32.7,7.775,4.593,,,,22.63,,,,,77.66,
QAT,Asia,Qatar,2020-10-01,125760.0,227.0,226.429,214.0,0.0,0.28600000000000003,43650.600999999995,78.79,78.592,74.278,0.0,0.099,781128.0,5214.0,271.125,1.81,5143.0,1.785,22.714,0.044,people tested,64.81,2881060.0,227.322,31.9,1.307,0.617,116935.6,,176.69,16.52,0.8,26.9,,1.2,80.23,0.856
ROU,Europe,Romania,2020-10-01,127572.0,2158.0,1593.8570000000002,4825.0,33.0,39.286,6631.36,112.176,82.851,250.81,1.715,2.042,2445488.0,25797.0,127.12,1.341,20380.0,1.0590000000000002,12.787,0.078,tests performed,43.52,19237682.0,85.12899999999999,43.0,17.85,11.69,23313.199,5.7,370.94599999999997,9.74,22.9,37.1,,6.892,76.05,0.8109999999999999
RUS,Europe,Russia,2020-10-01,1176286.0,8481.0,7720.714,20722.0,177.0,131.857,8060.371999999999,58.115,52.905,141.995,1.213,0.904,46823879.0,402045.0,320.856,2.755,351330.0,2.407,45.505,0.022,tests performed,40.74,145934460.0,8.823,39.6,14.177999999999999,9.392999999999999,24765.953999999998,0.1,431.29699999999997,6.18,23.4,58.3,,8.05,72.58,0.816
RWA,Africa,Rwanda,2020-10-01,4840.0,4.0,8.714,29.0,0.0,0.28600000000000003,373.681,0.309,0.6729999999999999,2.239,0.0,0.022000000000000002,498376.0,2583.0,38.478,0.19899999999999998,2134.0,0.165,244.885,0.004,samples tested,75.93,12952209.0,494.869,20.3,2.9739999999999998,1.642,1854.211,56.0,191.375,4.28,4.7,21.0,4.617,,69.02,0.524
SAU,Asia,Saudi Arabia,2020-10-01,334605.0,418.0,463.714,4768.0,29.0,28.429000000000002,9611.256,12.007,13.32,136.957,0.833,0.8170000000000001,6592660.0,51632.0,189.36900000000003,1.483,45300.0,1.301,97.689,0.01,tests performed,57.41,34813867.0,15.322000000000001,31.9,3.295,1.845,49045.41099999999,,259.538,17.72,1.8,25.4,,2.7,75.13,0.853
SDN,Africa,Sudan,2020-10-01,13640.0,34.0,8.857000000000001,836.0,0.0,0.0,311.066,0.775,0.20199999999999999,19.065,0.0,0.0,,,,,,,,,,51.85,43849269.0,23.258000000000003,19.7,3.548,2.0340000000000003,4466.5070000000005,,431.38800000000003,15.67,,,23.436999999999998,0.8,65.31,0.502
SEN,Africa,Senegal,2020-10-01,14982.0,37.0,26.714000000000002,311.0,1.0,1.143,894.7719999999999,2.21,1.595,18.574,0.06,0.068,186706.0,1351.0,11.151,0.081,1153.0,0.069,43.16,0.023,tests performed,40.74,16743930.0,82.32799999999999,18.7,3.008,1.796,2470.58,38.0,241.21900000000002,2.42,0.4,16.6,20.859,,67.94,0.505
SGP,Asia,Singapore,2020-10-01,57742.0,0.0,14.714,27.0,0.0,0.0,9869.849,0.0,2.515,4.615,0.0,0.0,,,,,27234.0,4.655,1850.854,0.001,samples tested,54.63,5850343.0,7915.731,42.4,12.922,7.0489999999999995,85535.383,,92.243,10.99,5.2,28.3,,2.4,83.62,0.932
SLE,Africa,Sierra Leone,2020-10-01,2231.0,9.0,6.857,72.0,0.0,0.0,279.68,1.128,0.86,9.026,0.0,0.0,,,,,,,,,,29.63,7976985.0,104.7,19.1,2.5380000000000003,1.285,1390.3,52.2,325.721,2.42,8.8,41.3,19.275,,54.7,0.419
SLV,North America,El Salvador,2020-10-01,29077.0,96.0,160.429,843.0,0.0,3.429,4482.901,14.800999999999998,24.734,129.968,0.0,0.529,400849.0,2448.0,61.8,0.377,2440.0,0.376,15.209,0.066,tests performed,52.78,6486201.0,307.811,27.6,8.273,5.417000000000001,7292.4580000000005,2.2,167.295,8.87,2.5,18.8,90.65,1.3,73.32,0.674
SMR,Europe,San Marino,2020-10-01,732.0,5.0,1.286,42.0,0.0,0.0,21568.743,147.327,37.884,1237.5510000000002,0.0,0.0,,,,,,,,,,25.93,33938.0,556.6669999999999,,,,56861.47,,,5.64,,,,3.8,84.97,
SOM,Africa,Somalia,2020-10-01,3588.0,0.0,17.570999999999998,99.0,0.0,0.14300000000000002,225.757,0.0,1.1059999999999999,6.229,0.0,0.009000000000000001,,,,,,,,,,37.96,15893219.0,23.5,16.8,2.7310000000000003,1.496,,,365.769,6.05,,,9.831,0.9,57.4,
SRB,Europe,Serbia,2020-10-01,33551.0,72.0,67.286,749.0,0.0,0.7140000000000001,4930.638,10.581,9.888,110.073,0.0,0.105,1140378.0,6139.0,167.58900000000003,0.902,5908.0,0.868,87.805,0.011,people tested,50.93,6804596.0,80.291,41.2,17.366,,14048.881000000001,,439.415,10.08,37.7,40.2,97.719,5.609,76.0,0.787
SSD,Africa,South Sudan,2020-10-01,2704.0,4.0,6.2860000000000005,49.0,0.0,0.0,241.56400000000002,0.35700000000000004,0.562,4.377,0.0,0.0,,,,,,,,,,35.19,11193729.0,,19.2,3.4410000000000003,2.032,1569.888,,280.775,10.43,,,,,57.85,0.38799999999999996
STP,Africa,Sao Tome and Principe,2020-10-01,911.0,0.0,0.429,15.0,0.0,0.0,4156.7609999999995,0.0,1.956,68.443,0.0,0.0,,,,,,,,,,,219161.0,212.84099999999998,18.7,2.886,2.162,3052.7140000000004,32.3,270.113,2.42,,,41.34,2.9,70.39,0.589
SUR,South America,Suriname,2020-10-01,4877.0,14.0,14.0,104.0,0.0,0.429,8313.530999999999,23.865,23.865,177.283,0.0,0.731,,,,,,,,,,63.89,586634.0,3.612,29.6,6.933,4.229,13767.118999999999,,258.314,12.54,7.4,42.9,67.779,3.1,71.68,0.72
SVK,Europe,Slovakia,2020-10-01,10141.0,567.0,410.286,48.0,3.0,1.0,1857.4470000000001,103.853,75.149,8.792,0.5489999999999999,0.183,474845.0,7824.0,86.97399999999999,1.433,5857.0,1.073,14.275,0.07,tests performed,34.72,5459643.0,113.12799999999999,41.2,15.07,9.167,30155.152000000002,0.7,287.959,7.29,23.1,37.7,,5.82,77.54,0.855
SVN,Europe,Slovenia,2020-10-01,5690.0,203.0,142.286,138.0,0.0,0.7140000000000001,2736.982,97.646,68.442,66.38,0.0,0.344,230310.0,3281.0,110.78299999999999,1.578,2508.0,1.206,17.627,0.057,tests performed,46.3,2078932.0,102.619,44.5,19.062,12.93,31400.84,,153.493,7.25,20.1,25.0,,4.5,81.32,0.8959999999999999
SWE,Europe,Sweden,2020-10-01,93837.0,688.0,477.286,5884.0,1.0,1.429,9291.464,68.124,47.25899999999999,582.616,0.099,0.141,,18580.0,,1.84,18506.0,1.8319999999999999,38.773,0.026,tests performed,37.04,10099270.0,24.718000000000004,41.0,19.985,13.433,46949.282999999996,0.5,133.982,4.79,18.8,18.9,,2.22,82.8,0.9329999999999999
SWZ,Africa,Swaziland,2020-10-01,5482.0,20.0,19.857,109.0,1.0,0.14300000000000002,4725.194,17.239,17.116,93.95200000000001,0.862,0.12300000000000001,,,,,,,,,,64.81,1160164.0,79.492,21.5,3.1630000000000003,1.845,7738.975,,333.436,3.94,1.7,16.5,24.096999999999998,2.1,60.19,0.588
SXM,North America,Sint Maarten (Dutch part),2020-10-01,667.0,8.0,7.2860000000000005,22.0,0.0,0.14300000000000002,15554.312,186.558,169.90099999999998,513.036,0.0,3.3310000000000004,,,,,,,,,,,42882.0,1209.088,,,,36327.232,,,,,,,,78.95,
SYC,Africa,Seychelles,2020-10-01,144.0,1.0,0.14300000000000002,,0.0,0.0,1464.308,10.169,1.453,,0.0,0.0,,,,,,,,,,36.11,98340.0,208.354,36.2,8.606,5.586,26382.287,1.1,242.648,10.55,7.1,35.7,,3.6,73.4,0.797
SYR,Asia,Syria,2020-10-01,4200.0,52.0,39.429,200.0,3.0,2.714,239.99099999999999,2.971,2.253,11.427999999999999,0.171,0.155,,,,,,,,,,53.7,17500657.0,,21.7,,2.577,,,376.264,,,,70.598,1.5,72.7,0.536
TCA,North America,Turks and Caicos Islands,2020-10-01,689.0,3.0,1.857,6.0,0.0,0.14300000000000002,17795.341,77.483,47.966,154.967,0.0,3.69,,,,,,,,,,,38718.0,37.312,,,,,,,,,,,,80.22,
TCD,Africa,Chad,2020-10-01,1200.0,7.0,5.143,85.0,0.0,0.429,73.056,0.426,0.313,5.175,0.0,0.026000000000000002,,,,,,,,,,65.74,16425859.0,11.833,16.7,2.4859999999999998,1.446,1768.1529999999998,38.4,280.995,6.1,,,5.818,,54.24,0.40399999999999997
TGO,Africa,Togo,2020-10-01,1784.0,25.0,11.857000000000001,48.0,0.0,1.0,215.49200000000002,3.02,1.432,5.797999999999999,0.0,0.121,92483.0,898.0,11.171,0.10800000000000001,893.0,0.10800000000000001,75.313,0.013,tests performed,47.22,8278737.0,143.366,19.4,2.839,1.525,1429.8129999999999,49.2,280.033,6.15,0.9,14.2,10.475,0.7,61.04,0.503
THA,Asia,Thailand,2020-10-01,3569.0,5.0,7.571000000000001,59.0,0.0,0.0,51.132,0.07200000000000001,0.10800000000000001,0.845,0.0,0.0,1057706.0,4341.0,15.152999999999999,0.062,4563.0,0.065,602.66,0.002,tests performed,43.52,69799978.0,135.132,40.1,11.373,6.89,16277.671,0.1,109.861,7.04,1.9,38.8,90.67,2.1,77.15,0.755
TJK,Asia,Tajikistan,2020-10-01,9769.0,43.0,42.0,76.0,1.0,0.28600000000000003,1024.257,4.508,4.404,7.968,0.105,0.03,,,,,,,,,,36.11,9537642.0,64.281,23.3,3.466,2.155,2896.913,4.8,427.69800000000004,7.11,,,72.704,4.8,71.1,0.65
TLS,Asia,Timor,2020-10-01,28.0,0.0,0.14300000000000002,,0.0,0.0,21.237,0.0,0.10800000000000001,,0.0,0.0,,,,,,,,,,29.63,1318442.0,87.176,18.0,3.556,1.8969999999999998,6570.102,30.3,335.346,6.86,6.3,78.1,28.178,5.9,69.5,0.625
TTO,North America,Trinidad and Tobago,2020-10-01,4531.0,68.0,56.428999999999995,76.0,2.0,1.286,3237.6059999999998,48.589,40.321,54.305,1.429,0.919,,,,,,,,,,80.56,1399491.0,266.88599999999997,36.2,10.014,5.819,28763.071,,228.467,10.97,,,89.443,3.0,73.51,0.784
TUN,Africa,Tunisia,2020-10-01,18413.0,1008.0,847.7139999999999,265.0,19.0,13.0,1557.9660000000001,85.289,71.727,22.421999999999997,1.608,1.1,,,,,,,,,,24.07,11818618.0,74.22800000000001,32.7,8.001,5.075,10849.296999999999,2.0,318.991,8.52,1.1,65.8,78.687,2.3,76.7,0.735
TUR,Asia,Turkey,2020-10-01,318663.0,1391.0,1513.4289999999999,8195.0,65.0,69.143,3778.3559999999998,16.493,17.945,97.167,0.7709999999999999,0.82,10493807.0,113546.0,124.42399999999999,1.3459999999999999,110303.0,1.308,72.883,0.014,tests performed,69.91,84339067.0,104.914,31.6,8.152999999999999,5.061,25129.341,0.2,171.285,12.13,14.1,41.1,,2.81,77.69,0.7909999999999999
TWN,Asia,Taiwan,2020-10-01,514.0,0.0,0.7140000000000001,7.0,0.0,0.0,21.581,0.0,0.03,0.294,0.0,0.0,94061.0,152.0,3.949,0.006,214.0,0.009000000000000001,299.6,0.003,people tested,19.44,23816775.0,,42.2,,8.353,,,103.95700000000001,,,,,,80.46,
TZA,Africa,Tanzania,2020-10-01,509.0,0.0,0.0,21.0,0.0,0.0,8.521,0.0,0.0,0.35200000000000004,0.0,0.0,,,,,,,,,,8.33,59734213.0,64.699,17.7,3.108,1.874,2683.304,49.1,217.28799999999998,5.75,3.3,26.7,47.953,0.7,65.46,0.5379999999999999
UGA,Africa,Uganda,2020-10-01,8129.0,112.0,178.571,75.0,0.0,0.857,177.718,2.449,3.904,1.64,0.0,0.019,486658.0,,10.639000000000001,,3008.0,0.066,16.845,0.059,samples tested,73.15,45741000.0,213.75900000000001,16.4,2.168,1.308,1697.707,41.6,213.333,2.5,3.4,16.7,21.221999999999998,0.5,63.37,0.516
UKR,Europe,Ukraine,2020-10-01,208959.0,4027.0,3460.7140000000004,4129.0,64.0,60.571000000000005,4777.979,92.08,79.131,94.412,1.463,1.385,2308415.0,30167.0,52.783,0.69,25608.0,0.586,7.4,0.135,tests performed,58.8,43733759.0,77.39,41.4,16.462,11.133,7894.393,0.1,539.849,7.11,13.5,47.4,,8.8,72.06,0.7509999999999999
URY,South America,Uruguay,2020-10-01,2046.0,13.0,14.286,48.0,0.0,0.14300000000000002,588.993,3.742,4.113,13.818,0.0,0.040999999999999995,238916.0,2661.0,68.778,0.7659999999999999,2085.0,0.6,145.95,0.006999999999999999,tests performed,43.52,3473727.0,19.750999999999998,35.6,14.655,10.360999999999999,20551.409,0.1,160.708,6.93,14.0,19.9,,2.8,77.91,0.804
USA,North America,United States,2020-10-01,7233043.0,41982.0,42691.28599999999,206928.0,930.0,717.0,21851.918999999998,126.833,128.976,625.155,2.81,2.166,118628668.0,1171379.0,358.392,3.5389999999999997,976058.0,2.949,22.863000000000003,0.044,tests performed,62.5,331002647.0,35.608000000000004,38.3,15.413,9.732000000000001,54225.445999999996,1.2,151.089,10.79,19.1,24.6,,2.77,78.86,0.924
UZB,Asia,Uzbekistan,2020-10-01,56997.0,478.0,475.714,471.0,3.0,3.714,1702.969,14.282,14.213,14.073,0.09,0.111,,,,,,,,,,62.96,33469199.0,76.134,28.2,4.468999999999999,2.873,6253.104,,724.4169999999999,7.57,1.3,24.7,,4.0,71.72,0.71
VAT,Europe,Vatican,2020-10-01,12.0,0.0,0.0,,0.0,0.0,14833.127,0.0,0.0,,0.0,0.0,,,,,,,,,,,809.0,,,,,,,,,,,,,75.12,
VCT,North America,Saint Vincent and the Grenadines,2020-10-01,64.0,0.0,0.0,,0.0,0.0,576.852,0.0,0.0,,0.0,0.0,,,,,,,,,,,110947.0,281.78700000000003,31.8,7.724,4.832,10727.146,,252.675,11.62,,,,2.6,72.53,0.723
VEN,South America,Venezuela,2020-10-01,75122.0,759.0,811.857,628.0,7.0,7.7139999999999995,2641.797,26.691999999999997,28.55,22.085,0.24600000000000002,0.271,,,,,,,,,,87.96,28435943.0,36.253,29.0,6.614,3.915,16745.022,,204.85,6.47,,,,0.8,72.06,0.7609999999999999
VGB,North America,British Virgin Islands,2020-10-01,71.0,0.0,0.0,1.0,0.0,0.0,2348.117,0.0,0.0,33.071999999999996,0.0,0.0,,,,,,,,,,,30237.0,207.97299999999998,,,,,,,13.67,,,,,79.07,
VIR,North America,United States Virgin Islands,2020-10-01,1318.0,0.0,4.0,20.0,0.0,0.14300000000000002,12621.74,0.0,38.306,191.52900000000002,0.0,1.368,,,,,,,,,,,104423.0,306.48,42.2,18.601,10.799000000000001,,,273.67,12.26,,,,,80.58,
VNM,Asia,Vietnam,2020-10-01,1094.0,0.0,3.571,35.0,0.0,0.0,11.239,0.0,0.037000000000000005,0.36,0.0,0.0,,,,,3054.0,0.031,855.12,0.001,samples tested,51.85,97338583.0,308.127,32.6,7.15,4.718,6171.884,2.0,245.465,6.0,1.0,45.9,85.84700000000001,2.6,75.4,0.6940000000000001
OWID_KOS,Europe,Kosovo,2020-10-01,15620.0,46.0,50.0,625.0,0.0,1.286,8081.648,23.8,25.87,323.369,0.0,0.665,,,,,,,,,,58.33,1932774.0,168.155,,,,9795.834,0.6,,,,,,,,
YEM,Asia,Yemen,2020-10-01,2035.0,0.0,0.429,588.0,0.0,0.14300000000000002,68.229,0.0,0.013999999999999999,19.714000000000002,0.0,0.005,,,,,,,,,,45.37,29825968.0,53.508,20.3,2.9219999999999997,1.5830000000000002,1479.1470000000002,18.8,495.00300000000004,5.35,7.6,29.2,49.542,0.7,66.12,0.452
ZAF,Africa,South Africa,2020-10-01,674339.0,1767.0,1307.286,16734.0,67.0,75.429,11369.986,29.793000000000003,22.041999999999998,282.151,1.13,1.272,4209049.0,21132.0,70.969,0.35600000000000004,15270.0,0.257,11.681,0.086,people tested,39.81,59308690.0,46.754,27.3,5.343999999999999,3.053,12294.876,18.9,200.38,5.52,8.1,33.2,43.993,2.32,64.13,0.6990000000000001
ZMB,Africa,Zambia,2020-10-01,14759.0,44.0,45.143,332.0,0.0,0.0,802.82,2.3930000000000002,2.456,18.059,0.0,0.0,157173.0,1622.0,8.549,0.08800000000000001,1549.0,0.084,34.313,0.029,tests performed,44.44,18383956.0,22.995,17.7,2.48,1.5419999999999998,3689.2509999999997,57.5,234.49900000000002,3.94,3.1,24.7,13.937999999999999,2.0,63.89,0.588
ZWE,Africa,Zimbabwe,2020-10-01,7838.0,1.0,16.143,228.0,0.0,0.14300000000000002,527.352,0.067,1.0859999999999999,15.34,0.0,0.01,120530.0,1039.0,8.109,0.07,561.0,0.038,34.751999999999995,0.029,tests performed,76.85,14862927.0,42.729,19.6,2.822,1.882,1899.775,21.4,307.846,1.82,1.6,30.7,36.791,1.7,61.49,0.535
OWID_WRL,,World,2020-10-01,34093635.0,316007.0,294294.286,1015223.0,6105.0,5264.286,4373.895,40.541,37.755,130.244,0.7829999999999999,0.675,,,,,,,,,,,7794798729.0,58.045,30.9,8.696,5.355,15469.207,10.0,233.07,8.51,6.434,34.635,60.13,2.705,72.58,
,,International,2020-10-01,696.0,,,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
